zip_code,price,sqft,beds,baths,year_built,age,property_type,price_per_sqft
94061,2048856,1436,4,2.0,1928,97,Residential,1426.78
94061,1026897,1812,4,3.0,1989,36,Single Family,566.72
94061,2052850,2272,3,2.5,1942,83,Single Family Residence,903.54
94061,1666171,1336,3,2.5,1941,84,Single Family,1247.13
94061,1797999,1958,3,2.0,2003,22,Single Family Residential,918.28
94061,1378562,2037,5,2.0,2000,25,Single Family Residential,676.76
94061,1512388,1383,4,2.0,1946,79,House,1093.56
94061,1701619,1834,5,3.0,1957,68,Single Family Residence,927.82
94061,1591043,1638,3,2.5,1941,84,Single Family Residential,971.33
94061,2354703,1295,3,2.0,1986,39,Single Family Residential,1818.3
94061,1554246,1852,5,3.0,1990,35,Single Family,839.23
94061,1727386,1641,3,2.0,2011,14,Residential,1052.64
94061,1318137,1828,5,2.0,1925,100,Single Family Residential,721.08
94061,1129048,1847,5,2.5,1970,55,Single Family Residential,611.29
94061,1380849,1970,3,3.0,1967,58,Residential,700.94
94061,1388014,1415,3,2.0,1950,75,House,980.93
94061,1938084,2244,3,2.0,2017,8,Single Family Residential,863.67
94061,1552496,1623,3,2.0,1936,89,Single Family,956.56
94061,1658774,1758,4,2.5,1946,79,Single Family,943.56
94061,1619646,1603,3,2.0,1960,65,Single Family,1010.38
94061,1380806,2106,3,2.0,1992,33,Single Family Residential,655.65
94061,1465177,2060,4,2.0,1963,62,Residential,711.25
94061,2038492,1395,3,2.0,1933,92,Single Family Residential,1461.28
94061,2019265,1769,3,2.0,1986,39,Single Family,1141.47
94061,1373449,2132,3,3.0,1927,98,Single Family Residential,644.21
94061,2099375,1303,4,2.5,1929,96,House,1611.19
94061,1657452,1535,3,2.0,1966,59,Residential,1079.77
94061,1741295,1222,4,2.0,2008,17,Single Family Residential,1424.95
94061,1766108,1456,3,2.5,2008,17,Single Family Residential,1212.99
94061,1254395,1560,4,2.0,1931,94,Single Family,804.1
94061,1548829,1788,3,2.5,2012,13,Single Family,866.24
94061,2164505,1472,4,2.0,1955,70,Single Family Residential,1470.45
94061,1446484,1554,3,2.5,1942,83,Single Family Residence,930.81
94061,1398236,1453,3,2.5,1958,67,Residential,962.31
94061,1796339,1645,4,2.5,1976,49,Single Family,1092.0
94061,1530312,1225,3,2.5,1989,36,House,1249.23
94061,1711295,1728,4,2.0,2023,2,Single Family Residential,990.33
94061,2111653,1774,3,2.0,2005,20,House,1190.33
94061,1969063,1760,3,2.5,2010,15,Single Family Residential,1118.79
94061,1425440,1382,3,2.0,1945,80,Single Family Residential,1031.43
94061,1300326,1505,3,2.0,2005,20,Residential,864.0
94061,1562712,1463,4,2.0,1953,72,Single Family,1068.16
94061,1769143,1344,3,2.0,1977,48,Single Family,1316.33
94061,1156085,1429,3,2.0,1997,28,Single Family Residential,809.02
94061,2037258,1631,3,2.5,1991,34,Single Family Residence,1249.09
94061,1565235,1236,3,2.5,1925,100,Single Family Residential,1266.37
94061,2366002,2038,4,3.0,1962,63,Single Family Residence,1160.94
94061,1683108,1527,3,2.0,2016,9,Single Family Residence,1102.23
94061,1807987,1872,3,2.0,1979,46,Residential,965.81
94061,1394109,1837,4,3.0,1920,105,Single Family,758.91
94061,2061124,1476,3,2.0,2014,11,Single Family Residence,1396.43
94061,1177951,1786,3,2.0,2004,21,Single Family Residential,659.55
94061,1488195,1077,3,1.5,1983,42,House,1381.8
94061,1857908,2266,4,2.5,1982,43,Single Family Residential,819.91
94061,1615003,1802,4,3.0,1970,55,Single Family Residential,896.23
94061,1321914,959,2,2.0,1931,94,Residential,1378.43
94061,1849837,1835,4,3.0,2004,21,House,1008.09
94061,1756175,1780,3,2.5,1956,69,Single Family Residence,986.62
94061,1558877,1499,3,2.0,1942,83,Single Family Residential,1039.94
94061,2123378,1300,3,2.0,1994,31,House,1633.37
94061,1327730,1744,3,2.0,1933,92,Single Family,761.31
94061,1771874,1536,3,2.0,1957,68,House,1153.56
94061,1824856,1180,2,2.0,1944,81,Residential,1546.49
94061,1630458,1420,3,2.0,1948,77,Single Family Residential,1148.21
94061,1240197,2100,4,2.5,2021,4,Residential,590.57
94061,1649794,1773,3,2.0,1996,29,Residential,930.51
94061,1338692,1106,3,1.5,1938,87,Residential,1210.39
94061,1407529,1558,3,2.0,1992,33,Single Family Residence,903.42
94061,1543903,1610,3,2.5,1999,26,Residential,958.95
94061,1922606,1655,3,2.0,2002,23,Single Family Residence,1161.7
94061,1671079,1511,3,2.0,2013,12,Single Family Residential,1105.94
94061,1448271,2256,4,2.5,1981,44,Single Family Residential,641.96
94061,1774043,1908,4,3.0,1925,100,Residential,929.79
94061,1032593,1515,3,2.0,1930,95,House,681.58
94061,1001423,1717,3,2.5,1988,37,Single Family Residence,583.24
94061,2364206,2085,4,2.0,1934,91,Single Family,1133.91
94061,1778992,1724,4,2.0,1988,37,Residential,1031.9
94061,1946238,1663,3,2.0,1969,56,Residential,1170.32
94061,1491662,1420,3,2.0,2017,8,Single Family Residential,1050.47
94061,1221959,1064,2,1.0,1948,77,Single Family Residence,1148.46
94061,1088651,1956,4,3.0,2023,2,Single Family,556.57
94061,1508924,1515,3,2.0,1935,90,Single Family Residential,995.99
94010,1727169,1825,5,2.5,1932,93,Single Family,946.39
94010,1435609,1831,4,2.0,2017,8,Single Family,784.06
94010,2062450,2564,6,4.0,1999,26,Single Family Residential,804.39
94010,2476577,2110,3,2.5,1965,60,Residential,1173.73
94010,2958624,1887,4,3.0,1942,83,Single Family,1567.9
94010,2167060,1680,3,2.0,1943,82,Single Family Residence,1289.92
94010,2260583,1933,3,3.0,1995,30,Single Family Residence,1169.47
94010,2615345,1926,4,3.0,1980,45,Single Family,1357.92
94010,2566394,1933,5,2.5,1961,64,Single Family Residential,1327.67
94010,3027302,2230,3,3.0,2013,12,Single Family Residence,1357.53
94010,2893745,2138,4,3.0,1930,95,Single Family Residence,1353.48
94010,2403539,2395,5,2.0,1994,31,House,1003.57
94010,1997551,2123,4,2.0,1947,78,House,940.91
94010,2883089,2161,5,3.0,1949,76,Single Family Residential,1334.15
94010,2517553,2069,4,2.5,1932,93,Single Family,1216.8
94010,3283658,1405,3,2.0,1999,26,House,2337.12
94010,2942180,2205,3,2.5,1960,65,House,1334.32
94010,2738385,1943,5,3.0,1940,85,Single Family Residential,1409.36
94010,2851829,2089,4,2.0,1960,65,House,1365.16
94010,2487170,1682,3,2.0,1996,29,Single Family,1478.7
94010,2352156,1249,3,2.0,1962,63,Residential,1883.23
94010,3164657,1933,3,2.0,1929,96,Single Family Residential,1637.17
94010,3882845,2537,6,4.5,1968,57,Single Family Residential,1530.49
94010,2980902,2027,4,2.5,1991,34,Residential,1470.6
94010,2064906,1925,4,3.0,1958,67,Residential,1072.68
94010,2459920,1248,4,2.0,1941,84,Single Family Residence,1971.09
94010,3435373,2286,4,3.0,2011,14,Single Family Residence,1502.79
94010,3041849,1734,4,2.5,1989,36,House,1754.24
94010,3070350,1995,4,3.0,1990,35,Single Family Residence,1539.02
94010,2408530,1169,2,1.0,1995,30,Single Family,2060.33
94010,2189142,1103,3,2.0,1935,90,Single Family,1984.72
94010,2223586,2442,5,2.5,1980,45,Single Family Residence,910.56
94010,1948920,1901,5,3.0,1996,29,Single Family Residential,1025.21
94010,2661419,1284,4,2.0,1987,38,House,2072.76
94010,2707051,2108,4,2.5,1952,73,Residential,1284.18
94010,1500400,1470,4,2.0,2001,24,Single Family Residence,1020.68
94010,3139167,2132,3,2.5,1933,92,Residential,1472.4
94010,3358400,1760,4,2.0,2000,25,Single Family Residential,1908.18
94010,3206414,1875,4,2.5,1976,49,Single Family Residential,1710.09
94010,2720632,1827,4,3.0,1940,85,Single Family Residence,1489.13
94010,2855362,1699,4,2.0,1983,42,Single Family Residence,1680.61
94010,3282264,2534,6,4.0,2020,5,House,1295.29
94010,2659967,1105,2,2.0,1984,41,Single Family Residence,2407.21
94010,2950960,2001,4,2.5,1944,81,Single Family Residence,1474.74
94010,2680817,2186,3,2.5,1938,87,Residential,1226.36
94010,2424584,1774,3,2.0,1947,78,House,1366.73
94010,2293600,2191,4,3.0,1940,85,House,1046.83
94010,2685730,2216,4,3.0,1968,57,Single Family,1211.97
94010,1559574,2267,3,2.5,1975,50,Single Family,687.95
94010,3671720,1738,4,2.5,1931,94,Single Family Residential,2112.61
94010,2452266,2016,4,3.0,1952,73,House,1216.4
94010,2420861,2085,4,3.0,1976,49,Single Family Residence,1161.08
94010,2837291,2320,3,3.0,1926,99,Single Family Residential,1222.97
94010,2924858,1536,3,2.0,2019,6,Residential,1904.2
94010,2036477,2245,4,2.0,2007,18,Residential,907.12
94010,2444062,1292,3,2.5,1925,100,Single Family Residential,1891.69
94010,3629906,1604,3,2.0,1994,31,Single Family Residence,2263.03
94010,2094813,1952,4,2.0,1949,76,Residential,1073.16
94010,1660999,2619,6,4.0,1956,69,Residential,634.21
94010,3543719,2160,5,2.0,1973,52,Single Family,1640.61
94010,2526177,2453,3,3.0,1947,78,House,1029.83
94010,2147399,1533,4,2.5,1949,76,Single Family,1400.78
94010,2716422,1146,3,1.0,1922,103,Residential,2370.35
94010,3512913,2123,3,2.5,1988,37,Residential,1654.69
94010,2792180,1941,5,2.0,1969,56,Single Family Residential,1438.53
94402,2311198,1426,4,2.0,1950,75,Single Family Residential,1620.76
94402,1849452,1195,2,1.5,1964,61,Residential,1547.66
94402,2425672,2415,4,3.0,1993,32,Single Family,1004.42
94402,1344746,1526,3,2.0,2015,10,House,881.22
94402,2542224,1811,4,2.5,1970,55,Residential,1403.77
94402,1939179,1664,4,2.5,1928,97,House,1165.37
94402,1827668,1061,2,2.0,1988,37,House,1722.59
94402,1254006,2569,4,4.5,1922,103,Single Family Residence,488.13
94402,2133946,2145,5,3.0,1961,64,Single Family Residential,994.85
94402,2190623,1748,4,2.0,1945,80,House,1253.22
94402,1700002,1429,4,2.0,1968,57,Single Family Residence,1189.64
94402,1868496,1300,3,2.0,1972,53,Single Family Residential,1437.3
94402,1756298,1895,5,3.0,1939,86,Single Family Residential,926.81
94402,1836197,1660,4,2.5,1937,88,Residential,1106.14
94402,2582110,1216,3,2.5,2013,12,Single Family Residence,2123.45
94402,1888050,2150,4,2.0,1987,38,Single Family,878.16
94402,2414436,2535,5,4.0,1996,29,Residential,952.44
94402,2395871,1181,2,1.5,1957,68,Single Family Residential,2028.68
94402,2229359,2005,5,2.0,1963,62,Single Family,1111.9
94402,2698800,1921,4,2.5,1959,66,Single Family,1404.89
94402,2948076,2156,5,3.0,1923,102,Single Family Residential,1367.38
94402,1730984,2169,3,2.0,1930,95,Residential,798.06
94402,2259845,1224,4,2.0,2014,11,Residential,1846.28
94402,1909079,1488,4,2.0,1944,81,House,1282.98
94402,1499484,2039,3,3.0,2024,1,Residential,735.4
94402,1639390,1878,5,2.0,1961,64,Single Family,872.94
94402,1893103,2133,4,3.0,1924,101,Residential,887.53
94402,2274467,1289,3,2.0,1936,89,Single Family,1764.52
94402,1852437,1870,3,2.0,1987,38,Residential,990.61
94402,1073338,1620,3,2.0,1932,93,Residential,662.55
94402,1921803,1480,3,2.0,1964,61,Single Family Residential,1298.52
94402,1517315,1529,3,2.0,1963,62,Single Family Residential,992.36
94402,1286365,1676,3,2.5,1954,71,House,767.52
94402,2166167,1668,3,2.0,1956,69,Single Family,1298.66
94402,1621405,2135,4,3.0,1948,77,Single Family Residence,759.44
94402,1947888,1917,4,3.0,1930,95,Single Family Residential,1016.11
94402,1956677,1616,3,2.5,2017,8,Single Family Residential,1210.81
94402,1596144,2027,3,3.0,1930,95,Single Family Residential,787.44
94402,2057074,1892,4,2.0,2008,17,House,1087.25
94402,2708459,1654,4,2.0,2005,20,House,1637.52
94402,1943896,1556,3,2.5,1987,38,House,1249.29
94402,1907203,2712,5,3.0,1953,72,Residential,703.25
94402,1881259,2109,3,3.0,1974,51,Residential,892.01
94402,2256667,1471,3,2.0,2002,23,Single Family Residence,1534.1
94402,2015374,2337,4,3.0,2003,22,Single Family Residence,862.38
94402,1431471,1893,5,3.0,1931,94,Single Family Residential,756.19
94402,1843635,1735,3,2.0,1937,88,Single Family,1062.61
94402,1800501,1808,4,3.0,1991,34,Single Family Residential,995.85
94402,2266946,2122,4,2.0,1990,35,Single Family Residential,1068.31
94402,2520590,2108,3,3.0,1974,51,Single Family Residence,1195.73
94402,1881272,1532,3,2.5,1996,29,Residential,1227.98
94402,1950318,1861,4,3.0,1941,84,House,1047.99
94402,1108843,1579,3,2.5,1961,64,Single Family Residence,702.24
94402,1631151,2458,5,2.0,1922,103,Residential,663.61
94402,1634085,1793,3,2.5,1937,88,Single Family Residential,911.37
94402,1684019,1021,2,1.0,1924,101,Residential,1649.38
94402,1974136,2336,5,2.0,2004,21,Residential,845.09
94402,1734357,1619,4,2.0,1973,52,Single Family Residential,1071.25
94402,1783575,2182,4,3.0,1967,58,House,817.4
94402,1708833,2028,5,3.0,1987,38,House,842.62
94402,1411871,1977,5,3.0,1953,72,Single Family Residential,714.15
94402,1822045,1652,4,2.0,1997,28,Single Family,1102.93
94402,1864261,1489,4,2.0,1992,33,House,1252.02
94402,2231193,887,3,2.0,1940,85,Single Family Residence,2515.44
94402,1767189,1877,3,3.0,1998,27,Single Family Residential,941.5
94402,1993842,1104,2,1.0,1924,101,Residential,1806.02
94402,1694224,1460,4,2.0,1946,79,House,1160.43
94402,2204329,2094,5,2.5,1947,78,Single Family Residential,1052.69
94402,1901830,1431,4,2.0,1940,85,Residential,1329.02
94402,2133892,1425,4,2.5,1953,72,House,1497.47
94402,2028856,1491,3,2.0,2020,5,Residential,1360.74
94402,2007984,1653,3,2.0,1964,61,Single Family Residential,1214.75
94402,1339353,1698,4,2.5,1933,92,Residential,788.78
94402,1650297,1402,3,2.5,1988,37,House,1177.1
94402,1147074,1968,4,3.0,1999,26,Residential,582.86
