zip_code,price,sqft,beds,baths,age,property_type,price_per_sqft
94070,1476767,2016,4,3.0,26,Single Family,732.5233134920635
94070,1492019,893,3,2.0,25,House,1670.7939529675252
94070,1562501,1359,3,2.5,82,Residential,1149.7431935246505
94070,1562976,1469,3,2.0,63,House,1063.9727705922396
94070,1567511,2008,4,3.0,71,House,780.63296812749
94070,1573957,1354,3,2.5,34,Residential,1162.4497784342689
94070,1575844,1866,5,2.0,44,Single Family Residence,844.5037513397642
94070,1617014,2008,4,3.0,91,Single Family Residence,805.2858565737051
94070,1619714,2085,5,3.0,51,Single Family Residence,776.8412470023981
94070,1628018,2107,5,3.0,86,House,772.6710963455149
94070,1638229,1002,2,2.0,67,Single Family,1634.9590818363274
94070,1643711,1513,3,2.0,75,Single Family Residential,1086.391936549901
94070,1700885,1015,3,2.0,23,Single Family Residential,1675.7487684729065
94070,1734622,1738,4,2.5,43,House,998.0563866513234
94070,1742558,2125,3,3.0,39,Single Family Residence,820.0272941176471
94070,1743910,1033,3,1.5,11,Single Family Residential,1688.1994191674735
94070,1775430,1527,3,2.0,69,Single Family Residence,1162.6915520628684
94070,1780725,2033,4,2.0,57,Residential,875.9099852434825
94070,1793151,2549,4,3.0,62,House,703.4723420949392
94070,1794878,1673,3,2.0,92,Residential,1072.8499701135684
94070,1815346,1318,3,2.0,65,Residential,1377.349013657056
94070,1826146,1777,3,2.0,13,Residential,1027.6567248171075
94070,1827100,2057,5,3.0,63,House,888.2352941176471
94070,1827556,1985,4,3.0,39,Single Family Residential,920.6831234256927
94070,1857495,2712,6,3.5,91,Single Family Residential,684.91703539823
94070,1877254,2106,4,3.0,92,Residential,891.3836657169991
94070,1885653,1926,5,3.0,9,Single Family,979.0514018691589
94070,1888997,1779,4,2.0,33,Single Family Residence,1061.8308038223722
94070,1930493,1036,3,1.5,31,Single Family,1863.4102316602316
94070,1937000,1897,4,3.0,27,House,1021.0859251449657
94070,1951841,1848,4,2.5,31,Single Family,1056.1910173160172
94070,1997076,1519,3,2.0,15,Single Family Residential,1314.7307439104675
94070,2000756,1341,3,2.0,99,Single Family Residence,1491.9880686055183
94070,2018403,1869,4,2.0,21,House,1079.9373996789727
94070,2018863,2200,4,2.0,93,Single Family Residence,917.665
94070,2074751,2445,4,2.0,3,Single Family,848.5689161554192
94070,2086375,1337,3,2.5,46,Residential,1560.4899027673896
94070,2095276,2071,4,3.0,38,Residential,1011.7218734910671
94070,2123097,917,3,1.5,79,House,2315.2639040348963
94070,2130251,2076,4,3.0,103,Single Family Residential,1026.1324662813101
94070,2150013,2150,4,2.5,33,Single Family,1000.0060465116279
94070,2150409,1478,4,2.5,55,Single Family Residence,1454.9451962110961
94070,2155993,2128,5,2.0,103,Single Family Residence,1013.1546052631579
94070,2162460,2036,5,2.5,76,Residential,1062.1119842829078
94070,2196156,1270,3,2.0,23,Residential,1729.256692913386
94070,2212091,1601,3,2.0,39,Single Family Residential,1381.6933166770768
94070,2229437,1893,4,3.0,101,Single Family,1177.7268885367141
94070,2326531,1750,4,2.0,13,Single Family Residential,1329.4462857142858
94070,2336428,1934,5,2.5,33,Residential,1208.0806618407446
94070,2340388,1735,3,2.5,77,Single Family Residential,1348.9268011527377
94070,2371492,1748,4,2.0,14,House,1356.6887871853546
94070,2388975,1794,3,2.0,16,Single Family Residential,1331.6471571906354
94070,2389412,1945,4,3.0,20,Single Family,1228.4894601542417
94070,2392736,2463,4,2.5,11,Single Family Residential,971.4721883881446
94070,2407346,1855,3,2.5,54,House,1297.7606469002696
94070,2418807,1908,4,3.0,80,Single Family,1267.7185534591194
94070,2442297,1713,3,2.0,42,House,1425.7425569176883
94070,2444540,1870,3,2.5,49,Single Family Residential,1307.24064171123
94070,2450006,1272,3,2.0,22,Single Family Residence,1926.1053459119496
94070,2476494,2901,4,4.0,96,House,853.6690796277146
94070,2477368,2185,5,2.0,92,Single Family,1133.8068649885583
94070,2488147,1698,4,2.0,101,Single Family Residential,1465.3398115429918
94070,2489358,1400,3,2.0,66,Single Family Residence,1778.1128571428571
94070,2492890,1698,3,2.5,10,Single Family Residential,1468.133097762073
94070,2494232,1933,5,2.5,23,Single Family Residential,1290.3424728401449
94070,2518879,1863,4,2.5,85,Single Family Residence,1352.055287171229
94070,2523657,2070,5,3.0,83,Single Family Residence,1219.1579710144927
94070,2591809,1930,4,2.5,42,Residential,1342.9062176165803
94070,2665099,2697,5,4.0,78,Single Family,988.1716722284019
94070,2710384,1531,4,2.0,12,Residential,1770.3357282821685
94070,2762563,2304,3,2.5,22,Residential,1199.029079861111
94070,2938434,1767,3,2.0,67,Residential,1662.9507640067911
94070,3143081,2041,3,2.5,10,Single Family Residence,1539.9710926016658
94301,1739309,1754,3,2.5,93,Single Family Residential,991.6242873432155
94301,2004605,2155,4,3.0,38,Residential,930.2111368909513
94301,2114348,2373,3,3.0,4,Single Family Residence,891.0021070375053
94301,2255452,2985,5,3.0,21,Single Family Residence,755.5953098827471
94301,2270193,2143,3,2.5,6,Residential,1059.3527764815678
94301,2569428,2400,4,3.0,54,Single Family,1070.595
94301,2657586,2723,4,4.0,45,Single Family Residential,975.9772309952259
94301,2682436,2486,4,2.0,15,House,1079.016894609815
94301,2733467,1982,4,2.0,54,Single Family,1379.1458123107973
94301,2754892,2076,4,3.0,103,House,1327.019267822736
94301,2798833,2766,5,4.0,70,Residential,1011.8702096890817
94301,2807436,2451,3,2.0,19,House,1145.4247246022032
94301,2868929,1968,5,2.5,22,Single Family Residence,1457.78912601626
94301,2882227,2166,4,2.0,62,Single Family Residential,1330.668051708218
94301,2905865,1860,4,2.0,92,House,1562.2930107526881
94301,2911583,2959,6,3.5,66,Single Family Residential,983.9753295032106
94301,2944081,2523,6,3.0,48,Residential,1166.8969480776852
94301,3020416,3025,5,3.5,69,House,998.4846280991735
94301,3023883,1723,3,2.0,44,Single Family Residential,1755.0104468949507
94301,3034626,2490,3,3.0,36,House,1218.7253012048193
94301,3044332,2114,5,2.5,53,House,1440.081362346263
94301,3077404,2588,6,4.5,89,Single Family Residential,1189.1051004636786
94301,3151515,1494,3,2.5,85,Single Family,2109.4477911646586
94301,3157282,2938,5,4.0,81,House,1074.6364874063988
94301,3174657,2025,3,3.0,36,Single Family Residence,1567.7318518518518
94301,3236680,1532,3,2.5,57,Single Family Residential,2112.715404699739
94301,3255166,2849,6,3.5,71,Single Family Residential,1142.5644085644085
94301,3298447,1489,3,2.0,33,House,2215.209536601746
94301,3308221,2149,5,2.0,89,Residential,1539.4234527687297
94301,3327606,1786,4,2.0,90,House,1863.1612541993281
94301,3388839,1283,3,2.0,96,Single Family Residential,2641.33982852689
94301,3414712,1584,3,2.0,75,Single Family,2155.752525252525
94301,3502238,1963,4,2.5,18,Single Family,1784.125318390219
94301,3561332,1865,3,2.5,104,Single Family Residential,1909.5613941018767
94301,3571937,2672,4,4.5,61,House,1336.8027694610778
94301,3577774,2844,5,3.5,58,Single Family Residential,1258.007735583685
94301,3624429,2306,5,3.0,21,Residential,1571.7385082393755
94301,3626477,2041,4,2.5,73,Single Family Residence,1776.8138167564919
94301,3690445,2125,4,2.0,6,Residential,1736.68
94301,3763379,2927,5,3.5,74,Single Family,1285.7461564742057
94301,3774664,2773,5,3.0,45,Single Family Residential,1361.2203389830509
94301,3796707,1459,3,2.0,55,Single Family Residence,2602.2666209732693
94301,3819550,1629,3,2.0,8,Residential,2344.720687538367
94301,3961511,2335,3,2.5,76,Residential,1696.5785867237687
94301,3973950,2225,3,3.0,53,Single Family Residence,1786.0449438202247
94301,3985725,2096,3,2.5,17,Residential,1901.586354961832
94301,4024037,2608,6,4.5,64,Single Family Residence,1542.958972392638
94301,4099510,1620,3,2.0,11,House,2530.561728395062
94301,4158528,2889,5,3.5,81,Single Family Residential,1439.435098650052
94301,4214683,2840,6,4.0,91,Residential,1484.043309859155
94301,4224588,2677,5,4.5,52,Single Family,1578.1053418005229
94301,4227836,1770,3,2.5,24,Single Family Residential,2388.6079096045196
94301,4243623,3314,5,4.0,89,House,1280.5138805069403
94301,4302615,2826,4,4.0,56,Single Family Residential,1522.5106157112527
94301,4341573,2354,5,2.5,104,Single Family,1844.338572642311
94301,4481855,2313,4,2.5,102,Single Family Residential,1937.6805015131863
94301,4525168,2257,4,3.0,14,Residential,2004.94816127603
94301,4668103,2229,4,2.5,46,Residential,2094.2588604755497
94301,4751765,2438,5,2.0,58,Single Family,1949.0422477440525
94402,1073338,1620,3,2.0,93,Residential,662.5543209876544
94402,1108843,1579,3,2.5,64,Single Family Residence,702.2438252058265
94402,1286365,1676,3,2.5,71,House,767.5208830548926
94402,1339353,1698,4,2.5,92,Residential,788.7826855123675
94402,1344746,1526,3,2.0,10,House,881.2228047182176
94402,1411871,1977,5,3.0,72,Single Family Residential,714.1482043500253
94402,1431471,1893,5,3.0,94,Single Family Residential,756.1917591125198
94402,1499484,2039,3,3.0,1,Residential,735.4016674840608
94402,1517315,1529,3,2.0,62,Single Family Residential,992.3577501635056
94402,1596144,2027,3,3.0,95,Single Family Residential,787.4415392205229
94402,1621405,2135,4,3.0,77,Single Family Residence,759.440281030445
94402,1631151,2458,5,2.0,103,Residential,663.6090317331164
94402,1634085,1793,3,2.5,88,Single Family Residential,911.3692136084774
94402,1639390,1878,5,2.0,64,Single Family,872.9446219382322
94402,1650297,1402,3,2.5,37,House,1177.101997146933
94402,1684019,1021,2,1.0,101,Residential,1649.3819784524976
94402,1694224,1460,4,2.0,79,House,1160.427397260274
94402,1700002,1429,4,2.0,57,Single Family Residence,1189.6445066480055
94402,1708833,2028,5,3.0,38,House,842.6198224852071
94402,1730984,2169,3,2.0,95,Residential,798.0562471184878
94402,1734357,1619,4,2.0,52,Single Family Residential,1071.2520074119827
94402,1756298,1895,5,3.0,86,Single Family Residential,926.8063324538258
94402,1767189,1877,3,3.0,27,Single Family Residential,941.496537027171
94402,1783575,2182,4,3.0,58,House,817.403758020165
94402,1800501,1808,4,3.0,34,Single Family Residential,995.8523230088496
94402,1822045,1652,4,2.0,28,Single Family,1102.932808716707
94402,1827668,1061,2,2.0,37,House,1722.5900094250708
94402,1836197,1660,4,2.5,88,Residential,1106.1427710843373
94402,1843635,1735,3,2.0,88,Single Family,1062.613832853026
94402,1849452,1195,2,1.5,61,Residential,1547.6585774058578
94402,1852437,1870,3,2.0,38,Residential,990.6080213903743
94402,1864261,1489,4,2.0,33,House,1252.0221625251847
94402,1868496,1300,3,2.0,53,Single Family Residential,1437.3046153846153
94402,1881259,2109,3,3.0,51,Residential,892.0146989094358
94402,1881272,1532,3,2.5,29,Residential,1227.9843342036554
94402,1888050,2150,4,2.0,38,Single Family,878.1627906976744
94402,1893103,2133,4,3.0,101,Residential,887.530707923113
94402,1901830,1431,4,2.0,85,Residential,1329.0216631726066
94402,1907203,2712,5,3.0,72,Residential,703.2459439528023
94402,1909079,1488,4,2.0,81,House,1282.9831989247311
94402,1921803,1480,3,2.0,61,Single Family Residential,1298.5155405405405
94402,1939179,1664,4,2.5,97,House,1165.3719951923076
94402,1943896,1556,3,2.5,38,House,1249.2904884318766
94402,1947888,1917,4,3.0,95,Single Family Residential,1016.112676056338
94402,1950318,1861,4,3.0,84,House,1047.9946265448684
94402,1956677,1616,3,2.5,8,Single Family Residential,1210.8149752475247
94402,1974136,2336,5,2.0,21,Residential,845.0924657534247
94402,1993842,1104,2,1.0,101,Residential,1806.016304347826
94402,2007984,1653,3,2.0,61,Single Family Residential,1214.7513611615245
94402,2015374,2337,4,3.0,22,Single Family Residence,862.3765511339324
94402,2028856,1491,3,2.0,5,Residential,1360.7350771294434
94402,2057074,1892,4,2.0,17,House,1087.2484143763213
94402,2133892,1425,4,2.5,72,House,1497.4680701754387
94402,2133946,2145,5,3.0,64,Single Family Residential,994.84662004662
94402,2166167,1668,3,2.0,69,Single Family,1298.6612709832134
94402,2190623,1748,4,2.0,80,House,1253.2168192219679
94402,2204329,2094,5,2.5,78,Single Family Residential,1052.6881566380134
94402,2229359,2005,5,2.0,62,Single Family,1111.8997506234414
94402,2231193,887,3,2.0,85,Single Family Residence,2515.437429537768
94402,2256667,1471,3,2.0,23,Single Family Residence,1534.1040108769544
94402,2259845,1224,4,2.0,11,Residential,1846.2785947712418
94402,2266946,2122,4,2.0,35,Single Family Residential,1068.306314797361
94402,2274467,1289,3,2.0,89,Single Family,1764.5205585725369
94402,2311198,1426,4,2.0,75,Single Family Residential,1620.7559607293128
94402,2395871,1181,2,1.5,68,Single Family Residential,2028.679932260796
94402,2414436,2535,5,4.0,29,Residential,952.4402366863906
94402,2425672,2415,4,3.0,32,Single Family,1004.4190476190477
94402,2520590,2108,3,3.0,51,Single Family Residence,1195.725806451613
94402,2542224,1811,4,2.5,55,Residential,1403.7680839315296
94402,2582110,1216,3,2.5,12,Single Family Residence,2123.4457236842104
94402,2698800,1921,4,2.5,66,Single Family,1404.8932847475273
94402,2708459,1654,4,2.0,20,House,1637.5205562273277
94402,2948076,2156,5,3.0,102,Single Family Residential,1367.382189239332
